id,asin,name,rating,date,verified,title,body,helpfulVotes,sub_aspect,summary,summary_point,topic,key_topic
61,B00V7FY44A,D. Matheny,5,"April 10, 2015",False,Best Smartphone I've Ever Owned,"I originally picked up this Galaxy S6 Edge because of the unique look; but, the more I use it, the more I like it! I've been using Samsung Galaxy phones for several years now; but, I was seriously considering moving on to a competitor until I saw the new S6 Edge. Let me say that this phone not only looks great - it backs up the looks with a fantastic phone! [*** Curved Edge ***] The S6 is an awesome phone, but is the curved edge worth the extra cost? Personally, I see 4 advantages to the curved edge: 1) It looks cool! If you're looking for a unique phone, then this is one of the most unique designs on the market. 2) The alarm clock feature is awesome! I've been using my phone as an alarm clock (like most people), but I've also missed being able to glance over to see the time. (I mean, who doesn't want to confirm that they still have 5 more hours of sleep?) If you consider that a docking alarm clock can easily cost $100 - then this phone starts to seem like a better deal. 3) Without a case, this phone is a little awkward to pick up off a table; but, with a case it's actually easier to hold and handle. This is definitely something I wasn't expecting. 4) The phone feels extremely thin with the curved edge! As a result, it fits great in my pocket and is easy to hold. There are some other features that the curved edge offers (like the colored contact notifications) - but I haven't found them to be overly useful. On top of that, it does tend to be more reflective outside since there are 3 angles catching the sun. I'm glad I went with the Edge, but I can see how that could be a pro or a con depending on who is looking at it. >>> [*** Update 4/19/2015 ***] <<< Finding a screen protector for the Edge turned out to be a bit harder than I expected - and I finally got sick of the one that I initially got with the phone and tried some others. Anyway, if you are looking for a good screen protector, I would highly recommend trying the IQ Shield LiQuidSkin protector. It does a great job of protecting the screen without interfering with the curved edge. [*** Wireless Charging ***] Even with my S5, I used a Qi Receiver Card - and I have to admit that wireless charging is extremely convenient. Fortunately, the S6 has wireless charging built in - and I definitely recommend giving it a try if you get this phone! The main things to keep in mind with wireless charging are: 1) Thick cases do negatively impact wireless charging - so I'd recommend a case that isn't overly bulky. (There are lots of protective cases for the S6 edge that aren't bulky: like the Spigen Neo Hybrid case.) 2) Even though wireless charging is extremely convenient, it's definitely slower than wired charging - so it's not great for a quick charge if you're nearing empty. Personally, I keep a wireless charging pad on my desk at work and by my nightstand. I can just drop the S6 on the charger whenever it looks like the phone is going to start running low. The wireless charging on this phone is more sensitive, and works far better, than using a Qi adapter with the S5 phone. [*** Wired Charging ***] Although I prefer wireless charging, the wired charging performance of the S6 Edge is amazing! When you use wired charging devices, be sure to verify that they're compatible with the Quick Charge 2.0 standard. With my Quick Charge Car Charger, I can get from empty to half full in a matter of minutes! [*** Non-Removable Battery ***] This phone does NOT have a removable battery, so battery life is more important than ever. So far, the S6 Edge seems to have pretty comparable battery life to my previous Galaxy S5 - although I have't done any scientific testing. When combined with the convenience of wireless charging, the battery life isn't an issue at all for me. Having said that, the bigger issue is that I can't easily replace the battery if it dies. Last year, both my phone and my wife's required a battery replacement; and, although it's possible with the S6 Edge, it's definitely not as easy - and I suspect it would be close to the hassle of a screen replacement... Even with that downside, I do love the thinner profile of the S6 Edge - and the non-removable battery is a big part of what makes that possible. [*** No SD Card Support ***] In my opinion, this has been the biggest problem with the S6 Edge! I don't have a ton of music; but, it's just enough that an external Micro SD card really helps. At this point, I've come up with a couple of alternate solutions for music: 1) So far, using the Beat Music app with Cloud storage seems to be the best option. It's pretty easy to setup, and my music is easily available when I want to listen. I can also setup a configurable amount of caching locally so files don't always need to be streamed. 2) Since I pretty much only listen to music at work, I ordered an OTG USB Flash Drive, and I'll see how that works once I get it. At the end of the day, the lack of removable SD card support is more an issue of getting used to it than anything else - at least that's how I'm trying to look at it... >>> [*** Update 4/12/2015 ***] <<< After playing around with different ways to store my music and files, I've settled on using the Google Play Music service. It was easy to copy my existing music files into it - and the service is free. It player also works at least as well as the player I'm used to using. As far as the OTG Flash Drive goes, it works well - but isn't as convenient as I'd hoped since I have to remove the phone case to get it to work. It will be a good option for backing up or transferring files - but not for every-day usage. [*** Case Compatibility ***] The S6 Edge has tons of case options - and I've actually tried quite a few of them already. Personally, I'm currently leaning toward the Spigen Neo Hybrid case - but I'll give that a few more days before deciding for sure. [*** Screen Resolution ***] This screen is sharp! I know most phones in this class have sharp screens these days - but I think this is the absolute best screen on the market right now. The higher resolution impacts lots of little things you may not expect. For example, this phone can show more notification icons simultaneously on the top notification panel than my S5 - and they look clearer. [*** Performance ***] The performance of this phone is excellent! The combination of the S6 hardware and Android 5.0 seems to be a potent combination, and I'm extremely impressed with it. (Actually, Android 5.0 on it's own is a pretty good upgrade.) [*** Build Quality ***] Although I know, logically, that the glass back is probably more fragile than it seems - it makes the phone feel like a top-of-the-line piece of hardware. This thing absolutely screams quality. It looks and feels like a work of art. [*** Conclusion ***] I think Samsung made a great move by improving the feel and looks of the S6 phones. On top of that, offering it in both standard and Edge variants was also a great move since the Edge won't appeal to everyone. If you're on the fence between the models, then the standard phone is probably the way to go - but if the Edge is calling your name, I would definitely recommend giving it a try!",63.0,"look, music app, receiver card, otg flash, battery replacement, high resolution, phone fragile, quality, move, music, advantage, comparable battery, service, glass, con, try, little thing, name, more hour, use, non-removable battery, micro sd, external micro, phone start, cloud storage, exist music, angle catch, device, card enough, best smartphone, screen replacement, color contact, day usage, play music, resolution impact, case compatibility, car charger, different way, other feature, protective case, phone feel, run, s6 phone, removable sd, big problem, screen resolution, line piece, best option, ton, big issue, thinner profile, curve edge, unique look, curved edge, charge car, good option, case option, more day, good upgrade, standard, good deal, big part, scientific testing, usb flash, thespigen neo, s6 hardware, great move, top notification, phone case, edge worth, alternate solution, shield liquidskinprotector, android, wireless charge, wife, contact notification, card support, notification icon, potent combination, file, awesome phone, phone, galaxy s6, extra cost, galaxy phone, time, get use, wire charging, sharp screen, neo hybrid, most people, edge, wired charge, sd card, alarm clock, more notification, standard phone, music file, good screen, hybrid case, previous galaxy, unique design, battery life, edge great, notification panel, last year, wireless charging, edge variant, music service, several year, new s6, class, best screen, aqi receiver, removable battery, quick charge, myquick charge, battery, beat music, clock feature, thick case, great job, docking alarm, configurable amount, google play, impact lot, s6 edge, screen protector, feel, wire charge, others, anotg usb, galaxy s5, edge offer, screen, s5 phone, charge performance, theiq shield, main thing, fantastic phone, performance, qi adapter, thing, charge pad, flash drive, unique phone, try theiq",Summary error,"- Best Smartphone I have Ever Owned.
- I originally picked up this Galaxy S6 Edge because of the unique look; but
- I have been using Samsung Galaxy phones for several years now; but
- I was seriously considering moving on to a competitor until I saw the new S6 Edge.
- Let me say that this phone not only looks great - it backs up the looks with a fantastic phone!
- [ Curved Edge ] The S6 is an awesome phone
- but is the curved edge worth the extra cost
- I see 4 advantages to the curved edge: 1 It looks cool!
- If you are looking for a unique phone
- then this is one of the most unique designs on the market.
- 2 The alarm clock feature is awesome!
- I have been using my phone as an alarm clock like most people
- but I have also missed being able to glance over to see the time.
- who does not want to confirm that they still have 5 more hours of sleep
- If you consider that a docking alarm clock can easily cost 100 - then this phone starts to seem like a better deal.
- this phone is a little awkward to pick up off a table; but
- 4 The phone feels extremely thin with the curved edge!
- There are some other features that the curved edge offers like the colored contact notifications -
- it does tend to be more reflective outside since there are 3 angles catching the sun.
- but I can see how that could be a pro or a con depending on who is looking at it.
- >>> [ Update 4/19/2015 ] <<< Finding a screen protector for the Edge turned out to be a bit harder than I expected - and I finally got sick of the one that I initially got with the phone and tried some others.
- if you are looking for a good screen protector
- I would highly recommend trying theIQ Shield LiQuidSkinprotector.
- It does a great job of protecting the screen without interfering with the curved edge.
- [ Wireless Charging ] Even with my S5
- I used aQi Receiver Card- and I have to admit that wireless charging is extremely convenient.
- the S6 has wireless charging built in - and I definitely recommend giving it a try if you get this phone!
- The main things to keep in mind with wireless charging are: 1 Thick cases do negatively impact wireless charging - so I would recommend a case that is not overly bulky.
- There are lots of protective cases for the S6 edge that are not bulky: like theSpigen Neo Hybrid case.
- 2 Even though wireless charging is extremely convenient
- it is definitely slower than wired charging - so it is not great for a quick charge if you are nearing empty.
- I keep a wireless charging pad on my desk at work and by my nightstand.
- I can just drop the S6 on the charger whenever it looks like the phone is going to start running low.
- The wireless charging on this phone is more sensitive
- than using a Qi adapter with the S5 phone.
- [ Wired Charging ] Although I prefer wireless charging
- the wired charging performance of the S6 Edge is amazing!
- When you use wired charging devices
- be sure to verify that they are compatible with the Quick Charge 2.0 standard.
- With myQuick Charge Car Charger
- [ Non-Removable Battery ] This phone does NOT have a removable battery
- so battery life is more important than ever.
- the S6 Edge seems to have pretty comparable battery life to my previous Galaxy S5 - although I have't done any scientific testing.
- When combined with the convenience of wireless charging
- the battery life is not an issue at all for me.
- the bigger issue is that I cannot easily replace the battery if it dies.
- Last year
- both my phone and my wife's required a battery replacement; and
- although it is possible with the S6 Edge
- it is definitely not as easy - and I suspect it would be close to the hassle of a screen replacement...
- I do love the thinner profile of the S6 Edge - and the non-removable battery is a big part of what makes that possible.
- [ No SD Card Support ] In my opinion
- this has been the biggest problem with the S6 Edge!
- I do not have a ton of music; but
- it is just enough that an external Micro SD card really helps.
- I have come up with a couple of alternate solutions for music: 1 So far
- using the Beat Music app with Cloud storage seems to be the best option.
- and my music is easily available when I want to listen.
- I can also setup a configurable amount of caching locally so files do not always need to be streamed.
- I ordered anOTG USB Flash Drive
- the lack of removable SD card support is more an issue of getting used to it than anything else - at least that is how I am trying to look at it... >>> [ Update 4/12/2015 ] <<< After playing around with different ways to store my music and files
- I have settled on using the Google Play Music service.
- It was easy to copy my existing music files into it - and the service is free.
- As far as the OTG Flash Drive goes
- it works well - but is not as convenient as I would hoped since I have to remove the phone case to get it to work.
- It will be a good option for backing up or transferring files -
- not for every-day usage.
- [ Case Compatibility ] The S6 Edge has tons of case options - and I have actually tried quite a few of them already.
- I am currently leaning toward theSpigen Neo Hybrid case- but I will give that a few more days before deciding for sure.
- [ Screen Resolution ] This screen is sharp!
- I know most phones in this class have sharp screens these days -
- I think this is the absolute best screen on the market right now.
- The higher resolution impacts lots of little things you may not expect.
- this phone can show more notification icons simultaneously on the top notification panel than my S5 - and they look clearer.
- [ Performance ] The performance of this phone is excellent!
- The combination of the S6 hardware and Android 5.0 seems to be a potent combination
- Android 5.0 on it is own is a pretty good upgrade.
- that the glass back is probably more fragile than it seems - it makes the phone feel like a top-of-the-line piece of hardware.
- This thing absolutely screams quality.
- [ Conclusion ] I think Samsung made a great move by improving the feel and looks of the S6 phones.
- offering it in both standard and Edge variants was also a great move since the Edge will not appeal to everyone.
- then the standard phone is probably the way to go - but if the Edge is calling your name
- I would definitely recommend giving it a try!",0,"work, battery, great, screen"
62,B00O15MWOM,Cindy L. Valle,5,"June 18, 2015",True,Five Stars,is perfect for the price!!! wonderful buy!,1.0,wonderful buy, five star .. be perfect for the price ! ! !! ! ! wonderful buy !. wonderful buy . Be perfect for a price ! .,- wonderful buy!,0,"work, battery, great, screen"
63,B01FIW1B9S,PABLO ABAD,5,"July 29, 2017",True,Five Stars,Very good,1.0,," Five star .. very good. five star ... very good . Very good. Very good . Five star . five star .. . very good, very good and very nice .",,1,"good, iphone"
64,B06XYMCMHD,Norman Rodriguez,5,"August 7, 2017",True,"Good in Colombia, 10/10",Good in Colombia,1.0,, 10 or 10 .. good in colombia. good in Colombia . good in the country . good for Colombia . bad in Colombia. good for country .,,1,"good, iphone"
65,B07BH74WCW,T.T.Graves,3,"June 20, 2018",True,See The Phone In Person. . .,"I am interested in a all weather phone, so I began with this Convoy. . . Verizon does not offered coverage for the phones entire range of functions. . . The shift to LTE systems in 2019 might be the reason. . . That being stated; the phone appears durable, difficult to text with, and limited contact preset numbers. It does access bluetooth function, my age prevents me from gaining good audiblefrom the speakers. . . It gets further testing in Monterrey Bay, kayaking. . .",2.0,"entire range, bluetooth function, weather phone, verizon, coverage, age, phone, limited contact, lte system, further testing, monterrey bay", Verizon do not offer coverage for the phone entire range of function . The shift to lte system in 2019 might be the reason . The phone appear durable. difficult to text with and limited contact preset number .,"- See The Phone In Person.
- I am interested in a all weather phone
- Verizon does not offered coverage for the phones entire range of functions.
- The shift to LTE systems in 2019 might be the reason.
- That being stated; the phone appears durable
- and limited contact preset numbers.
- It does access bluetooth function
- my age prevents me from gaining good audiblefrom the speakers.
- It gets further testing in Monterrey Bay",8,"good, battery, iphone, issue"
66,B00F9RRVUG,Amazoner,5,"July 27, 2014",True,Great simple phone,"Switching from iPhone 5 to this phone. Simple, long battery, good looking. iPhone took too much of my time and health, really.",2.0,"switch, simple phone, iphone, good look", Great simple phone .. switch from iphone 5 to this phone .. simple. long battery. good look . good look .. Iiphone take too much of my time and health. really . really .,"- Great simple phone.
- Switching from iPhone 5 to this phone.
- good looking.
- iPhone took too much of my time and health",8,"good, battery, iphone, issue"
67,B078YXQ38Z,bj clark,1,"March 16, 2019",True,Not compatible for any sim.,Not compatible with the sim we have. Says it is unlocked. Verizon sim not recognized and it does not specify what carrier it is unlocked for...,3.0,"verizon sim, verizon, carrier", not compatible for any sim .. not compatible with the sim we have .. say it be unlocked .. verizon sim not recognize and it do not specify what carrier it is unlocked for .,- Verizon sim not recognized and it does not specify what carrier it is unlocked for...,0,"work, battery, great, screen"
68,B071ZDQ6MV,Mark2017,5,"July 20, 2017",True,Excellent phone,"Good design, high-end product feel. No issues with the sim cards, reception and wifi. Overall a very good phone in this price range.",3.0,"sim card, good phone, reception, end product, product feel, good design, price range, excellent phone", excellent phone .. good design. high-end product feel .. no issue with the sim card. reception and wifi . Overall a very good phone in this price range .,"- Excellent phone.
- Good design
- high-end product feel.
- No issues with the sim cards
- reception and wifi.
- Overall a very good phone in this price range.",6,"issue, good, samsung, great"
69,B00OEK6TWU,Juan V. Cristin,5,"March 25, 2017",True,Five Stars,great,3.0,," ""Five star .. great"" is a five-star-studded movie . ""Five Star .. Great"" is one of the best movies ever to be made .",,2,"great, good, screen, iphone, issue"
70,B00CEKXZA6,RiverdaleRob,5,"December 8, 2013",True,"LOVE THIS Phone! Beautiful, light, fast ... Android users can't go wrong with this.","Well, since I'm far from the first review of this phone I won't go into all the features (which I've only scratched the surface of anyway!). Instead I'll just give my overall impressions. I LOVE this phone. It looks great, fantastic screen and size, it's thin and light. The speed is excellent on just about every app and feature I've used. I really have no complaints after about 2 weeks of using it. Oh, battery life ... having had the S2 before this with battery life of - maybe - half a day this is a pleasure. For example, as I write this at about 11pm after an admittedly light usage day, the battery is still at 74% I'm not saying this is the norm but so far I have not had a day where the phone would have died before the end of the day if I hadn't charged it. We'll see how that holds up over time but for now, battery life is excellent. BATTERY UPDATE: Have had the phone close to 2 weeks now and I must say that battery life has been more than acceptable. Today is a fairly typical day I think. As I write this around 3:30pm I'm at close to 70% battery life. Considering that it was fully charged at 6:30am I'd say that's not too bad. Hope this is helpful. Oh, and as a kicker, I managed to snag this for $0.01 thanks to an unannounced (as far as I know) Amazon sale so that makes this phone even sweeter. Thanks Samsung ... thanks Amazon [it pays to poke around the site on Thanksgiving night!! lol] If you're an android user or switching to it, get this phone!! Hope this is helpful to some of you.",1.0,"day, thanksgiving night, phone close, light, battery, fantastic screen, overall impression, phone, first review, usage day, typical day, thanks amazon, use, thanks samsung, surface, thanks, today, speed, complaint, battery life, android user, week, user fast, die, light usage, battery update, amazon sale", i manage to snag this for 0.01 thanks to an unannounced as far as i know amazon sale so that make this phone even sweeter . The speed be excellent on just about every app and feature i have use,"- LOVE THIS Phone!
- light
- fast ... Android users cannot go wrong with this.. Well
- since I am far from the first review of this phone I will not go into all the features which I have only scratched the surface of anyway!.
- Instead I will just give my overall impressions.
- I LOVE this phone.
- fantastic screen and size
- The speed is excellent on just about every app and feature I have used.
- I really have no complaints after about 2 weeks of using it.
- battery life ... having had the S2 before this with battery life of - maybe - half a day this is a pleasure.
- as I write this at about 11pm after an admittedly light usage day
- the battery is still at 74 I am not saying this is the norm but so far I have not had a day where the phone would have died before the end of the day if I had not charged it.
- battery life is excellent.
- BATTERY UPDATE: Have had the phone close to 2 weeks now and I must say that battery life has been more than acceptable.
- Today is a fairly typical day I think.
- As I write this around 3:30pm I am at close to 70 battery life.
- I managed to snag this for 0.01 thanks to an unannounced as far as I know Amazon sale so that makes this phone even sweeter.
- Thanks Samsung ... thanks Amazon [it pays to poke around the site on Thanksgiving night!!
- lol] If you are an android user or switching to it
- get this phone!!",0,"work, battery, great, screen"
71,B00V7FY44A,JeffO,5,"June 14, 2015",False,Move Over iPhone 6!,"Disclaimer: I did not order this through Amazon. I went through Verizon. I was prepared to buy an iPhone 6 or possibly 6 Plus. I have an iPhone 4 through work and personally has a Samsung S3 ... I hated that phone!! On more than one occasion, I was tempted to take a hammer to it! Siri on the iPhone was SO superior when doing a search, getting directions and more. Some times the S3 couldn't even find an often called name in my phone directory. So that's where I was headed, when after some research I came across a review of the S6 Edge by an Apple devotee and iPhone lover. He was blown away by the Edge. This phone is nothing like its predecessors. It is intuitive, Getting directions happens in split seconds and in fact faster and more accurate than the navigation system in my car. This phone is sleek (slippery in hand too!) This is a very robust OS on the phone, so be prepared to speend some time learning all of the enhancements and features you aren't accustomed to. At my workplace, we all have iPhone company phones. The VP came back from a family trip in Europe, where his daughter met up with them and had her new S6 Edge. He was blown away, especially with the picture quality. And pictures and video quality is outstanding! He and I got our iPhones together and the first thing he said to me is ""When is our two years up so I can get the S6 Edge?"" As to some of the complaints referenced here by a few people, I've not experienced any of that. I wanted the gold platinum version which wasn't available for several weeks- a month or more maybe after the initial shipment of the white and black phones to retailers. A secondary thought I had was that if there were any software/hardware issues with the initial release, it would get picked up by Samsung and corrected. As previously mentioned, this phone is so smmoth, it's actually a little slippery to handle, so be sure to get the Speigen cover ( I think it was the Ultra Hybrid). And if you get the gold platinum like I did, get the clear Speigen cover as it takes nothing away from the beauty of the phone. Otherwise, the black case from them, which I mistakenly ordered and returned was a superior case and much cheaper than anything you'll buy at the Verizon, AT&T or Best Buy stores. Good luck! :-)",3.0,"direction, iphone company, phone, move, time, daughter, first thing, att best, hardware issue, name, complaint reference, navigation system, picture, initial shipment, superior case, black case, iphone lover, black phone, good luck, iphone, secondary thought, company phone, store, new s6, few people, nothing, hammer, initial release, phone directory, clear speigen, platinum version, disclaimer, gold platinum, s6 edge, several weeks, speigen cover, samsung s3, picture quality, siri, video quality, family trip, ultra hybrid, apple devotee, iphones", i do not order this through amazon .. i go through verizon . i have an iphone 4 through work and personally have a samsung s3 .... i hat that phone ! !. i be tempted to take,"- Move Over iPhone 6!.
- Disclaimer: I did not order this through Amazon.
- I was prepared to buy an iPhone 6 or possibly 6 Plus.
- I have an iPhone 4 through work and personally has a Samsung S3 ...
- I was tempted to take a hammer to it!
- Siri on the iPhone was SO superior when doing a search
- getting directions and more.
- Some times the S3 could not even find an often called name in my phone directory.
- when after some research I came across a review of the S6 Edge by an Apple devotee and iPhone lover.
- This phone is nothing like its predecessors.
- Getting directions happens in split seconds and in fact faster and more accurate than the navigation system in my car.
- This phone is sleek slippery in hand too!
- so be prepared to speend some time learning all of the enhancements and features you are not accustomed to.
- we all have iPhone company phones.
- The VP came back from a family trip in Europe
- where his daughter met up with them and had her new S6 Edge.
- especially with the picture quality.
- And pictures and video quality is outstanding!
- He and I got our iPhones together and the first thing he said to me is ""When is our two years up so I can get the S6 Edge""
- As to some of the complaints referenced here by a few people
- I wanted the gold platinum version which was not available for several weeks- a month or more maybe after the initial shipment of the white and black phones to retailers.
- A secondary thought I had was that if there were any software/hardware issues with the initial release
- this phone is so smmoth
- so be sure to get the Speigen cover  I think it was the Ultra Hybrid.
- And if you get the gold platinum like I did
- get the clear Speigen cover as it takes nothing away from the beauty of the phone.
- the black case from them
- which I mistakenly ordered and returned was a superior case and much cheaper than anything you will buy at the Verizon
- ATT or Best Buy stores.
- Good luck!",7,"samsung, iphone, screen, great"
72,B0722NN2RG,Jason C,5,"July 20, 2017",True,Works like a charm,Works like a charm. Great condition. Like new. Took it to the Samsung Store at Best Buy to have it updated.,2.0,"great condition, samsung store", Great condition .. great condition .. like new .. take it to the samsung store at best buy to have it update . Work like a charm .,"- Great condition.
- Took it to the Samsung Store at Best Buy to have it updated.",0,"work, battery, great, screen"
73,B07CHW5KMY,Eric BVD,1,"August 20, 2019",False,Beware faulty Battery,"Battery expanded and almost blow up my house. Motorola refused to honor its warranty and try to blame the damage on me even though they glued the battery into the device, which made it useless after it expanded.",4.0,"motorola, warranty, battery, faulty battery, house, damage", Motorola refuses to honor its warranty and try to blame the damage on me even though they glue the battery into the device which makes it useless after it expands . beware faulty battery .. battery expand and almost blow up my house .,"- Beware faulty Battery.
- Battery expanded and almost blow up my house.
- Motorola refused to honor its warranty and try to blame the damage on me even though they glued the battery into the device",0,"work, battery, great, screen"
74,B0766HPGYP,Paul G.,5,"August 31, 2018",True,Love this phone!!!,Fast phone and easy setup. Very intuitive and easy to use. So glad I switched from a Samsung!! Already have Pi installed and there were no install errors or slow down of apps after install.,2.0,"phone, error, easy setup"," Fast phone and easy setup, very intuitive and easy to use . So glad i switch from a samsung ! !. love this phone ! ! !","- Love this phone!!!.
- Fast phone and easy setup.
- Already have Pi installed and there were no install errors or slow down of apps after install.",7,"samsung, iphone, screen, great"
75,B01LY3OB8D,Lester Reel,1,"December 14, 2019",True,Phone can only be unlocked by factory reset,"I purchased this phone before my trip to Ireland. I took hundreds of pictures - only one picture from the entire trip backed up to google, and it was a picture from the middle of the trip! When I returned to the states, the phone locked and will only unlock with a factory reset, which will lose all my pictures that are on it. I called Google Help, Verizon Help, Pixel Help and after hours of attempts from these technicians - the phone would still not get out of the unlock loop. I now have a very expensive paperweight and no pictures from a once in a lifetime trip!",1.0,"verizon help, google help, phone lock, phone, expensive paperweight, factory reset, pixel help, lifetime trip, picture, unlock loop, entire trip", phone can only be unlock by factory reset .. i purchase this phone before my trip to ireland .. i take hundred of picture - only one picture from the entire trip back up to google . when i return to the state.,"- Phone can only be unlocked by factory reset.
- I purchased this phone before my trip to Ireland.
- I took hundreds of pictures - only one picture from the entire trip backed up to google
- the phone locked and will only unlock with a factory reset
- which will lose all my pictures that are on it.
- I called Google Help
- Verizon Help
- Pixel Help and after hours of attempts from these technicians - the phone would still not get out of the unlock loop.
- I now have a very expensive paperweight and no pictures from a once in a lifetime trip!",0,"work, battery, great, screen"
76,B06Y16RL4W,Amazon Customer,2,"July 7, 2018",True,Didn't works with boost mobile,"Samsung Galaxy s8+ is a very good phone. My review is all about the description, it says unlocked, I tried to use it with boost Mobile and it didn't work, I try online, by phone, and in the store. Going to return it to Amazon",1.0,"review, good phone, galaxy s8, boost mobile", i try to use it with boost mobile and it do not work. i try online. by phone. and in the store .. go to return it to amazon. and  go to the store . did not work with,"- Did not works with boost mobile.
- Samsung Galaxy s8+ is a very good phone.
- My review is all about the description
- I tried to use it with boost Mobile and it did not work",6,"issue, good, samsung, great"
77,B075ZD2WFN,José Víctor Linares Villegas,1,"August 31, 2018",True,No me gusta,Muy pequeño,1.0,muy pequeo," ""No me gusta .. muy pequeo"" ""I'm a little girl. no me gusto .. m y pequequeo,"" says el barista .",- Muy pequeo,0,"work, battery, great, screen"
78,B07QCQ9JRH,Francisco,5,"June 5, 2019",True,Samsung M10,Exelente,1.0,exelente, samsung m10 .. exelente . Samsung m10 . Exelente. s.10 . Samsung Galaxy Galaxy Galaxy S10 .,- Exelente,7,"samsung, iphone, screen, great"
79,B07D6TQP6F,Amazon Customer,5,"August 6, 2018",False,Very happy,Im so happy with this purchase i hope a nice phone :D,3.0,"nice phone, im happy", Very happy .. im so happy with this purchase i hope a nice phone : d . very happy .. Im so happy  im so so happy to have this purchase .,- Im so happy with this purchase i hope a nice phone :D,0,"work, battery, great, screen"
80,B077J7H62P,Erica G.,5,"November 18, 2018",True,It's Great,Works just as if it was new. Great condition.,2.0,"work, great condition", it be great .. work just as if it be new .. great condition . Great condition . Work just as as if you be new ... great condition. Great condition. It be great .,"- Works just as if it was new.
- Great condition.",0,"work, battery, great, screen"
81,B07JVDQP47,Greg Krug,5,"April 3, 2019",True,Excellent phone,Current phone was having issues and not what was expected. Got the Pixel 3 after using/having the original. No complaints and completely pleased with it's simplicity and user-friendliness. Easier to use than the Galaxy line. Would definitely recommend as a simple to use phone with ease of access features and a great camera.,14.0,"issue, great camera, current phone, galaxy line, excellent phone, phone, access feature, pixel", excellent phone .. current phone be have issue and not what be expect .. got the pixel 3 after use or have the original . No complaint and completely pleased with it be simplicity and user-friendliness . Easy to use than the,"- Excellent phone.
- Current phone was having issues and not what was expected.
- Got the Pixel 3 after using/having the original.
- Easier to use than the Galaxy line.
- Would definitely recommend as a simple to use phone with ease of access features and a great camera.",6,"issue, good, samsung, great"
82,B07WSJYDXX,A Thoughtful Customer,4,"October 24, 2019",True,"You get what you pay for, but you do get a lot for the price w this phone.","I don't think you could beat this for the price. I will say there is definitely a noticeable difference with processing compared to like an iPhone. when this does come into play is if you're using Google maps and you're trying to zoom in real fast or out. and sometimes the typing does not catch the proper letters and I think it has to do with this phone. Also sometimes when I use speak to text it's not responsive and I have to say the same thing twice which can definitely be annoying. but overall you cant complain too much with a phone like this for the price. It's funny, even while writing this review twice the speak to text did not respond. But again it takes pretty decent photos and it's impressive the low light photos that it takes. The phone seems to work okay and I've never really had a problem connecting to Wi-Fi etc. I'm definitely going back to the iPhone though I'll tell you that. I purchased this because I was in another country and I didn't have a choice. But it has done the job so if you're really really tight on money I would say this is a good option for you for sure or the newer Moto G7",1.0,"noticeable difference, lot, play, google map, phone, new moto, job, review, problem, decent photo, good option, same thing, speak, cant, typing, moto g7, proper letter, choice, light photo, iphone, processing, low light, text", you get what you pay for. but you do get a lot for the price w this phone ... i do not think you could beat this for the . price .. i purchase this because i be in another country and i do,"- but you do get a lot for the price w this phone..
- I will say there is definitely a noticeable difference with processing compared to like an iPhone.
- when this does come into play is if you are using Google maps and you are trying to zoom in real fast or out.
- and sometimes the typing does not catch the proper letters and I think it has to do with this phone.
- Also sometimes when I use speak to text it is not responsive and I have to say the same thing twice which can definitely be annoying.
- overall you cant complain too much with a phone like this for the price.
- even while writing this review twice the speak to text did not respond.
- But again it takes pretty decent photos and it is impressive the low light photos that it takes.
- The phone seems to work okay and I have never really had a problem connecting to Wi-Fi etc.
- I purchased this because I was in another country and I did not have a choice.
- But it has done the job so if you are really really tight on money I would say this is a good option for you for sure or the newer Moto G7",1,"good, iphone"
83,B075FLG6MV,Kush Chandra Shrestha,1,"May 22, 2018",False,Too slow.,Too slow phone,1.0,slow phone, too slow .. too slow phone phone . too slow . too fast phone . Too slow phone. too slow ... too slow mobile phone phone too slow to use .,- Too slow.. Too slow phone,0,"work, battery, great, screen"
84,B07755LZ67,Schy,5,"January 7, 2019",True,happy girl.,"i was so scared to order a $600 8 plus off amazon and after reading some of the reviews it made me a lil more scared. i just got my phone in the mail today and it came in a nice little assorted box with a charger and everything. i took the phone out it already had a screen protector on so that was a plus, i cut it on and activated it with no problem, and so far it’s working perfectly fine, just like new. so far so great :) thank you buyspry or however u spell it lol ❤️",109.0,"happy girl, screen protector, work, assorted box, phone, mail today", i be so scared to order a 600 8 plus off amazon and after read some of the review it make me a lil more scared .. i just get my phone in the mail today and it come in a nice little assorted,"- happy girl.. i was so scared to order a 600 8 plus off amazon and after reading some of the reviews it made me a lil more scared.
- i just got my phone in the mail today and it came in a nice little assorted box with a charger and everything.
- i took the phone out it already had a screen protector on so that was a plus
- and so far its working perfectly fine",0,"work, battery, great, screen"
85,B0172EEAQQ,Candice,4,"February 13, 2017",True,Four Stars,old school still working in the new age,1.0,"new age, old school", Four star .. old school still work in the new age . Old school still works in a new age. four star ... old school .. old . school . old school .,- old school still working in the new age,0,"work, battery, great, screen"
